x32,x33,x34,x35,x36,x1
26.072571428571433,26.072600000000005,26.071500000000007,26.071588235294115,26.066111111111113,26.06026315789474
26.062214285714283,26.066533333333336,26.0669375,26.066235294117654,26.066611111111108,26.061684210526316
26.055714285714288,26.060466666666667,26.064625000000003,26.065117647058827,26.06455555555556,26.064999999999998
26.0525,26.05806666666667,26.062375,26.06617647058824,26.066555555555556,26.065947368421057
26.049285714285713,26.055666666666664,26.060687500000004,26.064588235294117,26.06805555555556,26.068315789473687
26.042785714285717,26.049,26.055,26.05976470588236,26.0635,26.066842105263163
26.042142857142863,26.046600000000005,26.052187500000002,26.05764705882353,26.062000000000005,26.06542105263158
26.041500000000006,26.046000000000006,26.049937500000006,26.055000000000003,26.060000000000002,26.064000000000007
26.041500000000006,26.043600000000005,26.047687500000006,26.051294117647064,26.056,26.06068421052632
26.045428571428573,26.043600000000005,26.045437500000002,26.04917647058824,26.052500000000002,26.056894736842107
26.04864285714286,26.045400000000004,26.043687500000004,26.045411764705886,26.048944444444448,26.052105263157898
26.05128571428571,26.050866666666668,26.047687500000002,26.045941176470592,26.047444444444448,26.05068421052632
26.054571428571425,26.05153333333333,26.051125000000003,26.048117647058827,26.046444444444447,26.04784210526316
26.059071428571432,26.05393333333333,26.051125,26.050764705882358,26.047944444444447,26.046368421052637
26.061000000000003,26.056933333333337,26.052249999999997,26.04970588235294,26.049444444444447,26.04684210526316
26.061642857142857,26.056333333333335,26.0528125,26.048647058823526,26.046444444444443,26.046368421052634
26.0565,26.055133333333334,26.0505625,26.047588235294118,26.043944444444442,26.042105263157893
26.044142857142855,26.047266666666665,26.0465625,26.042764705882355,26.04038888888889,26.03731578947368
26.03507142857143,26.0394,26.042625,26.04223529411765,26.03888888888889,26.036842105263162
26.02864285714286,26.029733333333336,26.034125,26.037470588235294,26.037388888888888,26.03447368421053
26.019571428571428,26.024933333333333,26.026187500000002,26.030529411764707,26.03388888888889,26.034000000000002
26.008499999999998,26.014599999999998,26.0199375,26.021411764705885,26.025777777777776,26.02921052631579
26.000714285714285,26.005533333333332,26.0114375,26.01664705882353,26.018222222222224,26.022526315789474
25.994857142857143,26.000066666666665,26.004624999999997,26.010235294117646,26.01522222222222,26.016789473684213
25.996214285714284,25.999466666666667,26.0040625,26.00811764705882,26.013222222222222,26.01778947368421
25.99292857142857,25.998866666666668,26.00175,26.00594117647059,26.009666666666664,26.01442105263158
25.992214285714287,25.9964,26.00175,26.00429411764706,26.008111111111113,26.011526315789474
25.992214285714287,25.995733333333337,25.999437500000003,26.00429411764706,26.006555555555558,26.010052631578947
25.992214285714287,25.994533333333333,25.9976875,26.001058823529412,26.005555555555556,26.00763157894737
25.995428571428572,25.995133333333335,25.997125,25.99994117647059,26.003,26.007157894736842
26.000571428571426,25.998133333333335,25.9976875,25.999411764705883,26.001944444444447,26.004736842105263
26.009642857142858,26.003533333333333,26.001062500000003,26.000470588235295,26.001944444444447,26.00421052631579
26.0155,26.012666666666668,26.00675,26.00423529411765,26.003500000000003,26.004736842105263
26.021285714285717,26.016866666666665,26.014125,26.008470588235294,26.006000000000004,26.005210526315793
26.023857142857146,26.02046666666667,26.016375,26.013823529411766,26.0085,26.006157894736845
26.03035714285715,26.024666666666672,26.021437500000005,26.017529411764706,26.015055555555556,26.009947368421052
26.039428571428576,26.034400000000005,26.028812500000004,26.025529411764712,26.021611111111113,26.019052631578948
26.04721428571429,26.043466666666674,26.038500000000006,26.033000000000005,26.02966666666667,26.025736842105264
26.047857142857147,26.048933333333334,26.045312500000005,26.04052941176471,26.035222222222227,26.031947368421058
26.055000000000007,26.05373333333334,26.054375000000004,26.050647058823536,26.045833333333338,26.040526315789478
26.062142857142863,26.061000000000003,26.059437500000005,26.059705882352944,26.055888888888894,26.05105263157895
26.091428571428573,26.088333333333335,26.085625000000004,26.082705882352943,26.081666666666667,26.07689473684211
26.121999999999996,26.115666666666666,26.111250000000002,26.107352941176472,26.10338888888889,26.101315789473684
26.156428571428567,26.1484,26.140812500000003,26.135176470588235,26.13016666666667,26.12521052631579
26.190214285714287,26.17993333333333,26.1709375,26.162470588235298,26.155944444444444,26.1501052631579
26.232428571428578,26.219933333333337,26.2084375,26.198294117647063,26.188777777777783,26.18121052631579
26.271357142857145,26.25693333333334,26.243687500000004,26.231470588235293,26.220611111111115,26.210421052631585
26.315571428571438,26.29693333333334,26.281812500000008,26.267882352941182,26.255000000000003,26.24347368421053
26.35842857142857,26.33513333333334,26.316437500000003,26.301058823529416,26.286833333333337,26.27363157894737
26.398714285714288,26.374533333333332,26.351687500000008,26.333117647058828,26.317666666666675,26.30331578947369
26.436357142857137,26.413333333333338,26.38975,26.367352941176478,26.34894444444445,26.33347368421053
26.474,26.449066666666663,26.426687500000003,26.40370588235294,26.381777777777785,26.363578947368424
26.520714285714288,26.490866666666665,26.466437499999994,26.444352941176472,26.421666666666667,26.399947368421056
26.565571428571428,26.536933333333334,26.5079375,26.483941176470584,26.462111111111113,26.439684210526316
26.606500000000004,26.575733333333336,26.548250000000003,26.52029411764706,26.49694444444444,26.475578947368422
26.63114285714286,26.619400000000002,26.589750000000002,26.563058823529417,26.535833333333336,26.512894736842103
26.65057142857143,26.637533333333334,26.626125000000002,26.597823529411766,26.572166666666668,26.545894736842104
26.67007142857143,26.659933333333335,26.647125,26.635823529411766,26.608555555555554,26.583684210526318
26.680500000000002,26.66906666666667,26.659625,26.64758823529412,26.63688888888889,26.611
26.682499999999997,26.6794,26.668750000000003,26.659882352941175,26.6485,26.638315789473687
26.68771428571429,26.681866666666664,26.679000000000002,26.669000000000004,26.66061111111111,26.649789473684212
26.692214285714282,26.689733333333336,26.684124999999998,26.681294117647063,26.671722222222225,26.663631578947367
26.71428571428572,26.707266666666666,26.704000000000004,26.697882352941175,26.694444444444446,26.68468421052632
26.737642857142863,26.728466666666673,26.721,26.717117647058828,26.71061111111111,26.70668421052632
26.761714285714287,26.752133333333337,26.742625000000004,26.734764705882352,26.730333333333338,26.723473684210525
26.789000000000005,26.778200000000005,26.768187500000003,26.758294117647065,26.75,26.745000000000005
26.812428571428573,26.806733333333337,26.795500000000004,26.785058823529415,26.774777777777782,26.766052631578948
26.836428571428574,26.8316,26.825062500000005,26.813411764705886,26.80255555555556,26.79189473684211
26.863714285714288,26.854000000000003,26.848375000000004,26.841235294117652,26.829333333333338,26.818210526315795
26.885785714285714,26.880066666666668,26.869937500000002,26.863705882352946,26.856111111111115,26.84405263157895
26.904642857142857,26.8928,26.887,26.877058823529413,26.87077777777778,26.863210526315793
26.92607142857143,26.917066666666667,26.9051875,26.899,26.888944444444448,26.882368421052632
26.961071428571426,26.94066666666667,26.9313125,26.91929411764706,26.912666666666667,26.90242105263158
26.99935714285714,26.976999999999997,26.956875,26.947117647058825,26.93488888888889,26.92778947368421
27.038928571428567,27.014533333333326,26.992624999999997,26.97276470588235,26.962666666666664,26.950263157894735
27.075928571428566,27.052066666666665,27.028374999999993,27.006941176470583,26.987388888888887,26.977052631578946
27.097999999999992,27.085999999999995,27.062999999999995,27.040058823529403,27.019166666666663,27.0
27.122071428571427,27.10906666666666,27.097124999999995,27.07482352941176,27.052499999999995,27.032052631578942
27.14414285714286,27.131533333333334,27.118749999999995,27.106941176470585,27.08533333333333,27.06363157894736
27.158428571428573,27.148466666666668,27.136375,27.124058823529406,27.112611111111107,27.09184210526315
27.166857142857143,27.1594,27.150000000000002,27.138529411764708,27.126777777777775,27.115789473684206
27.170071428571426,27.165399999999998,27.1585,27.149705882352944,27.13888888888889,27.127736842105257
27.174000000000003,27.169066666666662,27.164749999999998,27.15829411764706,27.150000000000002,27.13973684210526
27.174642857142857,27.17026666666667,27.165874999999996,27.162,27.156055555555557,27.14831578947369
27.18764285714286,27.174533333333333,27.170437500000002,27.166294117647055,27.162611111111108,27.15694736842105
27.18957142857143,27.183,27.171,27.16735294117647,27.16361111111111,27.160263157894736
27.19092857142857,27.187866666666665,27.1818125,27.170588235294115,27.167166666666667,27.163631578947363
27.181857142857144,27.183066666666665,27.180687499999998,27.17541176470588,27.165166666666664,27.16221052631579
27.16692857142857,27.17093333333333,27.17275,27.17111764705882,27.166666666666668,27.157421052631577
27.153285714285715,27.1588,27.1630625,27.16523529411765,27.16411111111111,27.160263157894736
27.141000000000002,27.146733333333334,27.1523125,27.15670588235294,27.159111111111113,27.158368421052632
27.124714285714287,27.134000000000004,27.1398125,27.145470588235295,27.15,27.152631578947375
27.108428571428572,27.118800000000004,27.127875000000003,27.133705882352942,27.139388888888888,27.144
27.090928571428574,27.0988,27.109125000000002,27.11823529411765,27.124277777777777,27.13015789473684
27.073357142857144,27.080000000000002,27.088062500000003,27.098411764705887,27.107611111111115,27.113894736842106
27.059071428571432,27.0648,27.071562500000002,27.079647058823532,27.089888888888893,27.09905263157895
27.045428571428573,27.052733333333336,27.058500000000002,27.06523529411765,27.073222222222224,27.08326315789474
27.03507142857143,27.0406,27.047750000000004,27.053470588235296,27.060111111111112,27.067947368421056
27.02207142857143,27.032133333333334,27.0375,27.044411764705885,27.05,27.05647368421053
27.01042857142857,27.0176,27.0273125,27.032647058823528,27.039444444444445,27.045
26.996142857142853,27.00733333333333,27.01425,27.023588235294117,27.028833333333335,27.035473684210526
26.994142857142855,26.999399999999998,27.0096875,27.016058823529413,27.02477777777778,27.029684210526312
26.9935,26.99513333333333,27.0,27.00964705882353,27.015666666666668,27.023947368421055
26.996142857142853,26.999399999999998,27.000562499999997,27.004823529411766,27.013666666666666,27.019157894736843
26.996785714285714,27.000666666666667,27.0034375,27.004294117647056,27.008111111111113,27.01631578947368
27.002,27.004266666666663,27.007437499999998,27.00964705882353,27.010111111111108,27.01342105263158
27.007214285714287,27.00913333333333,27.010812499999997,27.01341176470588,27.015166666666666,27.015315789473682
27.017571428571426,27.014,27.015374999999995,27.016588235294112,27.01872222222222,27.02010526315789
27.0325,27.025466666666667,27.021625,27.02247058823529,27.02322222222222,27.024894736842104
27.050071428571425,27.043066666666665,27.0358125,27.031588235294116,27.031833333333328,27.032052631578942
27.06628571428571,27.059466666666662,27.052312499999996,27.044941176470587,27.040444444444443,27.040210526315786
27.080571428571428,27.073399999999996,27.066562499999996,27.059411764705878,27.052055555555555,27.047421052631577
27.094214285714287,27.087333333333333,27.080187499999997,27.073352941176466,27.06622222222222,27.058894736842102
27.10585714285714,27.0958,27.08925,27.08241176470588,27.075833333333332,27.06894736842105
27.117500000000003,27.107266666666664,27.09775,27.091470588235296,27.084888888888887,27.07852631578947
27.126,27.120600000000003,27.110812499999998,27.10164705882353,27.0955,27.089052631578948
27.135714285714283,27.127266666666667,27.122125,27.112823529411763,27.104055555555554,27.098105263157898
27.144785714285714,27.1406,27.132375,27.127235294117646,27.118166666666664,27.10957894736842
27.155142857142856,27.149066666666666,27.144875,27.136882352941175,27.131777777777778,27.12294736842105
27.162928571428573,27.159333333333333,27.153375,27.149176470588234,27.14138888888889,27.136315789473684
27.16814285714286,27.1642,27.16075,27.155058823529412,27.151,27.143526315789472
27.172714285714285,27.16846666666667,27.16475,27.161470588235293,27.156055555555557,27.152157894736842
27.177928571428573,27.175133333333335,27.171000000000003,27.16735294117647,27.16411111111111,27.158842105263158
27.181142857142856,27.181800000000003,27.1789375,27.174823529411768,27.171166666666668,27.167894736842108
27.185714285714287,27.186066666666665,27.186375,27.18341176470588,27.17927777777778,27.17557894736842
27.188285714285712,27.18726666666667,27.1875,27.187705882352944,27.184833333333334,27.18084210526316
27.19085714285714,27.190266666666666,27.189187500000003,27.18929411764706,27.189388888888892,27.186578947368417
27.19735714285714,27.192066666666665,27.1914375,27.190352941176474,27.19038888888889,27.19042105263158
27.205142857142857,27.19993333333333,27.194812499999998,27.19405882352941,27.19288888888889,27.19278947368421
27.209642857142853,27.206599999999998,27.201624999999996,27.196705882352937,27.195888888888888,27.19468421052632
27.21485714285714,27.210199999999997,27.2073125,27.202588235294115,27.197888888888887,27.19705263157894
27.21614285714285,27.215666666666664,27.211249999999996,27.208470588235294,27.203944444444442,27.19942105263158
27.213571428571424,27.21326666666666,27.212999999999997,27.208999999999996,27.2065,27.20231578947368
27.20642857142857,27.207199999999997,27.207312499999993,27.20741176470588,27.203944444444442,27.20184210526316
27.202499999999997,27.201133333333335,27.202187499999997,27.20258823529411,27.20294444444444,27.1998947368421
27.199214285714284,27.197466666666667,27.1965,27.19776470588235,27.198388888888886,27.198947368421052
27.195357142857144,27.196266666666663,27.194812499999998,27.19405882352941,27.195388888888886,27.19610526315789
27.190214285714287,27.193266666666666,27.194249999999997,27.192999999999998,27.192388888888885,27.19373684210526
27.18885714285714,27.193266666666666,27.1959375,27.196705882352937,27.195388888888886,27.194684210526315
27.19078571428571,27.192,27.1959375,27.19829411764706,27.198888888888884,27.19752631578947
27.191428571428567,27.193199999999994,27.194187499999998,27.19776470588235,27.199888888888886,27.200368421052627
27.192071428571428,27.193199999999997,27.194749999999996,27.195588235294117,27.198888888888888,27.200842105263153
